rkeH5HJIuX7ZcOaYNum9xA,137,3.5,chinese
yDS7SUTAe6y3BYKdepIrbg,148,3.5,chinese
xH7mEjh4Rn6KdHjXYNoOjw,551,4.0,chinese
inp9N7bo9zqQSa8h8UBhqg,185,2.5,chinese
sxv1oJxG8uu6u4tjKHiJMA,25,4.5,chinese
yDfgB1nvvuABZVzVjoJV7A,58,4.0,chinese
6zM0c7vvoddgza_qvKkATw,1450,3.5,chinese
RYoc4EBUNOtgbg7c32OG9A,185,4.5,chinese
aSFBv64GBpMOFPqIleeQFQ,1450,4.0,chinese
WIj12zDqIbBucW1hXYhrew,157,4.0,chinese
kBZggrnSP1kcUMnsnfkTaQ,2871,4.0,chinese
s5JNxy0eAFgxS2Poi73ODw,52,3.5,chinese
Nt3Y26a6OMtdBe8xMMJjqQ,252,3.5,chinese
eQKYZWnBjPUjINAnFmrmbA,356,3.0,chinese
np7wKWwTAhetwpXqsWpFkQ,299,4.0,chinese
XoxEVVf5Ci8nibQ-Q4P0nQ,105,3.0,chinese
56wxE888GknVcUeAXBfqFw,113,3.0,chinese
YCen62jqSWhPOAorQjSZdQ,80,3.5,chinese
EN9_LsFpY44Hkzcnu0jfIg,26,4.0,chinese
ryvBsB9FrBBZDak87iGS1w,762,4.5,chinese
akWRnF0VFJLJD4uOnGWB-g,17,4.0,chinese
E1QQuFMX7DAEt8jV4attkA,81,3.5,chinese
vSkCDRWX6VvP4PJHHFgoDw,8,4.0,chinese
1MqGlFP3b7H77fzUkJMKgw,481,4.0,chinese
bDsXyYwzk4I9_7l51D_gaA,130,3.5,chinese
kyJ0CtJ2Lrid_YdZWobf7w,199,3.5,chinese
u0qfikB-ppp6UwoNKqxlRw,236,4.0,chinese
rCCZWRpuzW3FhAHN2BB1Eg,317,4.0,chinese
pmJqb7-EckluXUk6Rtml6A,71,3.0,chinese
FVfQVQAcGDVFaBlrFaLkUg,18,3.5,chinese
ru9KtvY8f_b2SKrKwtS3CA,79,4.0,chinese
EP5F-WYOuJ22NrCyNWYccA,65,3.0,chinese
LQ6x_oaOhRrlG9i8p-Fubw,125,3.5,chinese
aQi6bKQoIZbGbMc6WvKJaw,103,4.0,chinese
spJTHaNjEzKwoEiYWR1ggA,573,3.5,chinese
oe8GEFE4QLFAKt87y7zcgA,463,4.0,chinese
oJjMYhA6z1_BVaQpSdyl8g,124,4.0,chinese
U5dCWjAxrvLLMH1ErpGfvw,97,3.5,chinese
tS4aiWBYgzlqKX898jr3_w,128,4.0,chinese
Myp2rEB3yEcdaZIRe0S3Ww,119,3.5,chinese
_usWsAYSKKV2q8xw-3ajrA,1555,3.5,chinese
7VqMGK9uwi0vKqOjdKyIUA,1499,3.0,chinese
fPW_GBZsnBNsIzK62sCHBg,825,4.0,chinese
IQ91FltwJmIPhS6fKKf2pw,48,2.5,chinese
8cyRl5HIQzbkYD7orq223g,698,3.5,chinese
YigPOZxASGQX1IniEyCp8g,137,3.5,chinese
K0qsGnFv-edPDqVBdLCocQ,55,4.0,chinese
96D85AGxI37JNnveZbC6CA,40,4.0,chinese
YIwYw_A_LRwK66HBTzogYQ,70,4.0,chinese
J9UA6rzI5WW_cDGjwDnF5g,1128,4.0,chinese
bGOZTD9O00OkVA1Pkt3OuQ,261,3.5,chinese
pBNMZp_tKCAfRNx7-ybcHQ,189,4.5,chinese
i8ejDDR4COtukAAA1Ls5fw,1275,4.0,chinese
3K7Kc82bhU6-qjAjsBs3Fw,492,4.0,chinese
3W6S2wraTAj5y4Cd8eQvvw,110,4.0,chinese
3kq1_dUIPrA6BFTuX-M6mw,12,4.5,chinese
B3i4zs5wquFu1UZyzYJ-bQ,1749,3.5,chinese
qH8PVeddtVs9cKN2pwgdkQ,77,3.5,chinese
DH6vM_NdIN5q-xfiHnJ3mA,229,3.5,chinese
ybQV8joopvU1_gG2RwLRog,72,3.0,chinese
3ESDUFulPVoMJdsqPQGm0A,73,3.5,chinese
CesS-E8Q3ztX6VnkXO6wBg,155,3.5,chinese
_7rU61c3WTVfPS_-FNup8g,100,3.5,chinese
P2bxlKAmRWZIpHdJ_JT3fg,588,4.0,chinese
gxEYxWqKVhs8xBw9Lvd7hA,44,3.5,chinese
Jn7Wtek5_R12TKp2VUJuhw,135,3.5,chinese
hBbAmEYXM4L03AU9Vt_p9g,21,3.5,chinese
BcOuqkUniZJG5NLpdzeOYQ,51,3.5,chinese
02zyTkuXvbGcbA9en_20Gw,175,3.5,chinese
4x_WyIOEdqxk01QH1HxYrw,1177,4.0,chinese
B98cXrMI16HslKLqg6Nb9A,444,3.5,chinese
53y6b_-YaptXhlm2-STzeA,451,3.5,chinese
84zvcPTAVCsSVtzCUtSDtA,870,3.5,chinese
aije_BqBVVl-6T13QsnRqQ,156,3.5,chinese
0iqdoMOtNv6pq0lo5J4TBA,111,4.0,chinese
V9cBgn2RFLurwg6lwuLH7w,189,4.0,chinese
b2d8CP6sKQotFjzZX0Thtw,14,4.0,chinese
KavW0SjAiElP2ajaexNQDQ,40,4.0,chinese
JjzCmRn3q8JrlwHx8nFhAA,84,4.0,chinese
xFp3xSQ43J-i7nmJfNBsZA,365,4.0,chinese
-Bh1oJYcf7XmmznR91jX_A,23,4.0,chinese
7_Dwf153h3_waVtmfYd8QQ,181,4.0,chinese
7erFgHiQmw7ZJfVPmOjeeA,389,3.5,chinese
sgKNAn72O2XMQXS6AWmf9w,74,4.0,chinese
LevaZe9HJHteg4nSp-pt2g,854,3.5,chinese
DpfE0gPBXj-aj2pnEh4E2Q,101,4.0,chinese
H89jrU17lNnguPaHbmzhAw,251,3.5,chinese
YHGGyH4hn_5UyV1rWgA5hg,494,4.0,chinese
mhhTORjUdXj-UIDjyGmhBg,730,4.0,chinese
MzA6gitJKqfW4VrdS7AiQw,47,4.5,chinese
2IHGMQVQ7zmb89WyiiH1AQ,800,3.5,chinese
bpeeh-kkay0ZE7mGXsCVKQ,112,4.0,chinese
3uXPkkEZbUrbk3e04aBZmQ,263,3.5,chinese
01m-oqxaCifh0s0eU03bBg,54,3.0,chinese
kctef59qqlzJNqAc1ZGEvg,704,4.0,chinese
i6RhqnCJ_oUfTu5LikGXUg,8,5.0,chinese
ZYWwYSXWyDlVYIjPgXmIQA,36,3.5,chinese
BNHvVLzl4SQ8Da9mjIPH1A,334,4.0,chinese
QBhHq4eN7rtFzmDUciVL-Q,113,3.5,chinese
aPI3_mdisxIOo9EwBEJPZQ,39,3.0,chinese
WzdVUuFIv1JzLPTZRnTjVA,175,4.0,chinese
hdiQrGDT8enOzpxaipBzNA,102,3.0,chinese
91rrB0aH3caC70oCkxAynA,550,3.5,chinese
qpFoZi5PqY7KVWCRNOmFGw,218,2.5,chinese
qFZuYdXy57_ydnsEFdfOxA,128,4.0,chinese
NebgteFykeM1gwiVgPcCHw,473,4.0,chinese
vPbJRg5umcRMELTDsJik_A,30,3.5,chinese
LYp3izplqg0x-h9CBlb-MQ,185,2.5,chinese
bT4CDzyhV-frXV6ijvXnvw,455,4.0,chinese
4zuvAX0g_h_vBgE34oALhg,26,4.0,chinese
9-vKFnUby_6-pR6UJxjzMw,123,4.5,chinese
j0tkph2po_37gtZ1ufxiow,79,2.5,chinese
AeLz0uoZH3hxmkcXlwUIGg,83,3.0,chinese
Qd4LleGL1MU7hcBYXcyVSA,27,4.0,chinese
C6NvtFvXo86_kEWi3qBYWQ,67,3.5,chinese
bAPDGHHaLZs-XEFk7ZXGVA,139,3.5,chinese
nxTEuWKzkK1tCF4LrhFSUQ,1203,4.0,chinese
cEkYcuYAy8V0eAqSN3IN_g,41,4.5,chinese
RoqLH-4rDugHlduthnZggg,41,4.0,chinese
IUvJ8jmojYu1FsOQ0PfFcg,1209,4.0,chinese
_WsfOuvObbp1tH4cBE-jNw,1091,4.0,chinese
Aeiyyowii5GBL9Y-SjTxvg,14,4.0,chinese
1YGpTYD8xIuUpK_beMhzSw,87,3.5,chinese
1B-lytoWyHLEG95eyM9M_Q,216,3.5,chinese
Qsc2DrX3IR-uGfwnUlOzcA,42,4.0,chinese
GzY2EjCmGNgvRd7IE20fTA,183,3.0,chinese
LqMHxKckcnSRWrJ6T_irnw,66,3.5,chinese
ye-TSU-mu1Gd5TAJOpI5Mg,234,3.0,chinese
yUVcpgecpq1qncpa1x34Hg,16,3.0,chinese
tfMPbnQqJ1P1RIab-o6gtg,218,3.5,chinese
G4K-mNlM0oLKo8N--Ne2AA,60,3.5,chinese
kqJApXkfFn42SZZG7QTc4w,503,4.0,chinese
uuDvk4EsRUkeTj4jVKJOpw,940,3.5,chinese
w0pDi_iMZd5MqYQ7t5q1dQ,43,3.5,chinese
8UlRXXPaSI383aiOiJQi5A,303,3.5,chinese
Dj0jblwuWTftL1D7_Kun6Q,178,3.0,chinese
NZNPFJ405oo1z043hH4Fnw,1387,4.0,chinese
Cyv-tW4BljwWnP16HI_zAg,23,3.5,chinese
y8xZmhrp6zKnxJNtqFa_8g,28,4.0,chinese
J9kON4T_XtDPDk6jRoR5xA,51,3.0,chinese
vC3yBLteaaPp0ycXRtfwPA,32,3.5,chinese
VpInBiE272MaN1Hi0DA-Zw,163,4.0,chinese
Nxxn3PfmNvEtKCn_OSwY8A,101,3.5,chinese
-HIsDolVluV6n5tlfQGB5w,114,3.5,chinese
D-PPbfPcCNyKs7w0J4tMvQ,70,3.0,chinese
p2zm0HnXZkI2yCAuYLb45g,839,4.0,chinese
rCtsqHtOAOjZ7EUQDFRSbA,99,4.0,chinese
RBpwDqMpajBLLjMKOPrUxg,74,4.0,chinese
XkL6fOBtaIqVCMXVCY9row,700,3.5,chinese
BEuZGvNlbM4tXq7YICyM6w,589,4.0,chinese
rL5F8YnQq9SY0hyece4W2w,138,3.5,chinese
2KDvMziRqVxdbgMMO8QExw,400,4.0,chinese
zZecd370h2jxzh1kRJ4y2g,895,3.5,chinese
kB-lmHs7yNwLIlQyp0kMmQ,1694,4.0,chinese
2pnhIRBUw58PpN8CQEYiZA,51,3.5,chinese
xOL2SC34gdhKHSbyaDz9BA,133,3.0,chinese
FlZ1zdVEKWv7dwqm8Uw8-w,638,4.5,chinese
NXZFu7KHBrG02gzYneY5Xg,517,4.0,chinese
VDbMrjBq-XAKZTS_cgB9_A,51,3.5,chinese
m_PhHkyN-630ucF7r2F8EQ,166,4.0,chinese
vkgl6UT8e7PXoVZUhxXq8w,30,3.5,chinese
pb_cHcy8D8UC-jQ-Q524ug,80,4.0,chinese
zb78ua-FlfFRj8v082giBw,93,3.5,chinese
IFZ3_d01uflGixWrrD8_gg,413,4.0,chinese
zqyGYIiCXL1Hz8KVZxbylQ,135,4.0,chinese
p0zj5z71v_LJE-dV1ZGbcg,217,3.5,chinese
O1fUmxt3kbV-rnyjBtzAfw,146,4.5,chinese
BkXb82Y2OIsQ5RpNNQOYmQ,89,4.0,chinese
Mj4o7xAFTVm_uXTF3cZPAw,33,3.5,chinese
MMotl_bi3-5JRra91A2jLA,420,4.0,chinese
RLAs8M-IQfAgp551rkFNGg,74,4.0,chinese
2tR7d61tBGNlGaJRYvrN0Q,132,3.5,chinese
TKfUaqizEuC1Qacr3MgmdA,13,3.0,chinese
Y1s36Tk63HIzAc76X_fAiQ,455,3.5,chinese
6uPtOyrxXV8y1y8pvLU2pA,52,3.0,chinese
e-6UcplEErq2Hj14-eiM6Q,21,3.5,chinese
owKe1hapqCCLnme2Xr3mrA,54,3.5,chinese
HVwZqjXB39xb2wJeQBX8Gw,333,4.0,chinese
OQ93Z1tAmdPqK7twEEvISA,20,3.5,chinese
mQX9JxLMlhVxaUMP9ADUHw,490,3.5,chinese
h3yz3w8ke1jIaGnqGln93A,34,3.0,chinese
wjhtsakYuglCXwPaUFN4-g,47,4.0,chinese
2VQDEQuK3xLFNktPBIpmuQ,23,4.0,chinese
U0EJ4URMoFHJEzAkMp4WWQ,123,2.5,chinese
Bjv99EWQdyJUGzAZYQ_WOA,807,3.5,chinese
5dzFMuClH9CDvfaUuIKWeg,38,3.0,chinese
sinDhwX8Egru_3FCI7bhkw,979,3.5,chinese
3Qpi419I29t3sCHMzC_h-g,72,3.5,chinese
VbUy299ch56p4GYZTNDbvA,1104,3.5,chinese
yVDNPV0Yf3vQAsXTJett1g,36,3.0,chinese
9j5r0NlYKRkBTVvnAcUcwg,58,3.0,chinese
5rX_7IkvFx5MKqS3ikQe3Q,94,3.0,chinese
98SsKXNs37ohAQERZbBPJg,55,3.0,chinese
yzAJOjAV7BnLZpbISHZfWg,453,3.0,chinese
WpfuHkTsiRN2EerQ8ZaG4g,280,4.0,chinese
TadRviRC9Z1WhgSsGi3Yow,75,3.5,chinese
AJKcsxpc9IthvhdEnfqogg,95,3.5,chinese
XfHgiIsoo1Pr_v04bx9ptg,70,4.5,chinese
xVPTI1ytXt2PLU-strKcnw,11,4.5,chinese
PRd1P_8glLwB5cNO-hFEcw,10,4.0,chinese
kNOr6_g6QfBHdhf89j3g5w,287,4.0,chinese
wxUTM-FkpCvnoTGJfSXkWg,29,3.0,chinese
ySIIdmS4oh-QL2dny7GscA,509,4.0,chinese
a93NwZxjkPQydJxR42oPyg,12,3.5,chinese
bacGm8cL-vUPHdR18_M7bw,74,3.5,chinese
bK-Y2zCIMolqRDHsaYUCWA,225,3.0,chinese
fMLvqGCuPWGsK6vMKthlkg,28,3.5,chinese
7hyQqnnAisSL-nfIWCPziQ,205,3.5,chinese
3gqKLANaXNsHZnPDjKrcTg,230,4.5,chinese
entLjafiBAYOvbJYHRvyrw,17,3.0,chinese
ggJ8NWu0augmwCdbJu1n8w,86,2.5,chinese
5TnBfeoBpxPPwIXMGBMasg,52,4.0,chinese
KpBfFpjzsGvvqAzCasVW0g,1112,4.0,chinese
7wrFd9tnIBMClzDnrWdSNw,8,4.0,chinese
_Ge2eC89Z-jlaDDWglfT8g,90,4.5,chinese
JTFc6V7JLTdiUL3LuH7LiQ,144,3.5,chinese
AjZ9hwJRu77jgWIrnhsGcg,11,3.0,chinese
lKxmH-hQ6ezKbq4URKrd-Q,273,4.0,chinese
D3LtTiVtIPOcUT_bjxztRA,469,4.0,chinese
Pm9g4v6bpq9_OEigK0jHYA,7,3.5,chinese
dP6SmZ5E5Nj64-3zZMjGSg,38,3.0,chinese
_BL1-CT06HGkiA3jcucu2Q,14,3.0,chinese
EgBPFtixZK9VhRtFsobDxg,5,4.0,chinese
EF0O_YwVCuWioswtEMrjpg,310,3.0,chinese
rJeh77RIvtmISisvVoy6TA,105,3.0,chinese
sXA1aTe4MVUgBpQUiISAyg,446,3.0,chinese
1xMyXjj0TYwsZQrrzdIAdw,357,4.0,chinese
Q1TpfbuPwKPFrNFyu-u2_g,84,4.0,chinese
JRSAnPCs3jgiRVvE9j2S7g,60,3.0,chinese
F2KRHRtnIAZJezs9UC2u6w,42,3.0,chinese
XaEFFUabnbH8ZF7ccmSAlQ,46,2.5,chinese
_eWN3zih_cnY0fiLWva9EA,20,4.5,chinese
QlVBFWxQ-HY-O2AmqHiJxA,8,4.0,chinese
